Id,Source,Translation,Comment
JWK-Hint-CantDoWhenWanted,You cannot do that while being wanted. Wait until heat drops off and come back later.,指名手配中は実行できません。手配度が下がってから戻ってください。,
JWK-Hint-CantDoWithoutMap,You need a map to do that.,マップが必要です。,
JWK-Hint-CantDoWithoutWatch,You need a watch to do that.,腕時計が必要です。,
JWK-Hint-CivilianExtortionExtorted,You extorted change money from this person. They will support the enemy from now on!,小銭を脅し取りました。今後は敵を支持するでしょう！,
JWK-Hint-CivilianExtortionNoMoney,This person has no money to extort.,脅し取れる金を持っていません。,
JWK-Hint-CivilianSupporterAlreadySupports,This person already supports the resistance.,すでにレジスタンスを支持しています。,
JWK-Hint-CivilianSupporterConvertedOK,You have convinced this person to support resistance.,レジスタンスを支持するよう説得しました。,
JWK-Hint-CivilianSupporterIsHostile,This person supports enemy and cannot be convinced to your cause.,敵の支持者なので説得できません。,
JWK-Hint-CivilianSupporterNotConverted,You failed to convince this person to support your cause.,こちら側につくよう説得できませんでした。,
JWK-Hint-ConversationCantTalk,You can't talk with this person right now.,今は話せません。,
JWK-Hint-FastTravelArrived,You arrived at your fast travel destination.,ファストトラベルの目的地に到着しました。,
JWK-Hint-FastTravelFailed,This fast travel cannot be performed.,ファストトラベルできません。,
JWK-Hint-FuelTransferFailed,Failed to transfer the fuel.,燃料の移送に失敗しました。,
JWK-Hint-FuelTransferOk,Fuel transferred.,燃料が移送されました。,
JWK-Hint-FuelTransferTooFarAway,You are too far away to transfer the fuel.,燃料を移送するには遠すぎます。,
JWK-Hint-GarageParkInvalidSpotDomain,This vehicle cannot be parked on this type of spot.,この種類の駐車スペースには停められません。,
JWK-Hint-GarageParkOk,Vehicle has been parked. You can now use the garage to retrieve the vehicle from far away.,車両を駐車しました。ガレージから遠隔回収できるようになりました。,
JWK-Hint-GarageParkSpotTooSmall,This vehicle is too large to fit into that parking spot.,車両が大きすぎて駐車スペースに収まりません。,
JWK-Hint-GarageProcurementFailed,Could not procure the vehicle.,車両を調達できませんでした。,
JWK-Hint-GarageRetrieveSpotObstructed,Vehicle cannot be retrieved because the parking spot is obstructed.,駐車スペースが塞がれているため、車両を回収できません。,
JWK-Hint-GarageRetrieveVehicleTooClose,Vehicle is too close to be retrieved.,車両が近すぎて回収できません。,
JWK-Hint-GarageSpotInUse,Another vehicle is already assigned to this parking slot. You can abandon that vehicle and free up the spot by accessing garage management.,この駐車スペースには別の車両が登録されています。ガレージ管理からその車両を放棄すると、スペースを空けられます。,
JWK-Hint-GarageSpotNoVehicle,There is no vehicle assigned to the parking spot.,駐車スペースに車両が登録されていません。,
JWK-Hint-GarageSpotObstructed,The parking spot is obstructed.,駐車場が塞がれています。,
JWK-Hint-GrieferPunished,You have been punished for friendly fire!,フレンドリーファイアにより処罰されました！,
JWK-Hint-GrieferWarning,Friendly fire is not tolerated. You will be punished if you continue to attack friendlies.,フレンドリーファイアは禁止されています。友軍への攻撃を続けると処罰されます。,
JWK-Hint-InventoryCantStoreItem,You do not have enough space in inventory to store the item. It has been placed on the ground.,インベントリに空きがありません。アイテムを地面に置きました。,
JWK-Hint-LockpickBroken,Your lockpick has broken.,ロックピックが壊れました。,
JWK-Hint-LockpickFailed,You failed to pick the lock.,ピッキングに失敗しました。,
JWK-Hint-MoneyTransferNoRecipients,There is no one nearby to transfer money to.,近くに送金相手がいません。,
JWK-Hint-MoneyTransferSent,Money has been transferred.,送金しました。,
JWK-Hint-MoneyTransferTooFarAway,You are too far away to transfer money.,送金するには遠すぎます。,
JWK-Hint-NewGame-FactionAmbientDuplicated,The same faction cannot be used as civilians and a conflict side simultaneously. Please select different factions to continue.,同じ勢力を民間人と紛争側として同時に使用することはできません。続行するには別の勢力を選択してください。,
JWK-Hint-NewGame-FactionEnemyAsFriendly,The same faction cannot be used as enemy and allied forces simultaneously. Please select different factions to continue.,同じ勢力を敵軍と友軍に同時指定することはできません。別の勢力を選択してください。,
JWK-Hint-NewGame-FactionPlayerDuplicated,The same faction cannot be selected for players and another conflict side simultaneously. Please select different factions to continue.,同じ勢力をプレイヤーと別の紛争側に同時に選択することはできません。続行するには別の勢力を選択してください。,
JWK-Hint-Ownership-Abandoned,You have abandoned ownership over this item.,所有権を放棄しました。,
JWK-Hint-Ownership-Taken,You claimed ownership over this item. This allows you to control who can access it.,所有権を取得しました。アクセスできるプレイヤーを制限できます。,
JWK-Hint-PlacementCantAttachToThis,This item cannot be attached to this object.,ここには取り付けられません。,
JWK-Hint-PlacementCantPlaceAny,You cannot place anything here.,ここには何も置けません。,
JWK-Hint-PlacementCantPlaceThis,You cannot place this here.,ここに置くことはできません。,
JWK-Hint-PlacementDenyCheckpoint,You are too close to an enemy checkpoint to place here.,敵のチェックポイントに近すぎます。,
JWK-Hint-PlacementDenyEnemyCamp,You are too close to an enemy camp to place here.,敵のキャンプに近すぎます。,
JWK-Hint-PlacementDenyFactory,You are too close to a factory to place here.,工場に近すぎます。,
JWK-Hint-PlacementDenyIllegalArea,You cannot place this in an illegal zone.,禁止区域には設置できません。,
JWK-Hint-PlacementDenyMilitaryBase,You are too close to a military base to place here.,軍事基地に近すぎます。,
JWK-Hint-PlacementDenyPlayerCamp,You are too close to a camp to place here.,キャンプに近すぎます。,
JWK-Hint-PlacementDenyPlayerFob,You are too close to an existing FOB to place here.,既存のFOBに近すぎます。,
JWK-Hint-PlacementDenyPort,You are too close to a port to place here.,港に近すぎます。,
JWK-Hint-PlacementDenyRadarSite,You are too close to an enemy radar site to place here.,敵のレーダーサイトに近すぎます。,
JWK-Hint-PlacementDenyRadioTower,You are too close to an enemy radio tower to place here.,敵の無線塔に近すぎます。,
JWK-Hint-PlacementDenyTown,You are too close to a town to place here.,町に近すぎます。,
JWK-Hint-PlacementLimitReached,No more objects can be placed in this area.,このエリアにはこれ以上設置できません。,
JWK-Hint-PlacementMustPlaceOnWall,This item has to be placed on a vertical surface.,垂直な面に設置する必要があります。,
JWK-Hint-PosterAlreadyPostered,A poster has been already placed here.,すでにポスターが貼られています。,
JWK-Hint-PosterAnotherTooClose,Selected placement is too close to another poster.,別のポスターに近すぎます。,
JWK-Hint-PosterAreaMaxed,No more posters can be placed in this area.,このエリアにはこれ以上ポスターを貼れません。,
JWK-Hint-ResourcesNotEnoughSpaceToStore,There is no space left to store the resources.,物資を保管する空きがありません。,
JWK-Hint-ResourcesTransferFailed,Failed to transfer resources.,物資の移送に失敗しました。,
JWK-Hint-ResourcesTransferOk,Resources have been transferred.,物資を移送しました。,
JWK-Hint-RespawnLocationUnavailable,This respawn location is now unavailable.,現在リスポーンできません。,
JWK-Hint-RespawnNoLocationsAvailable,You can't respawn at any location right now.,現在リスポーンできる地点がありません。,
JWK-Hint-ShopBusinessHoursClosed,This shop is currently closed. Come back later within business hours.,現在は閉店中です。営業時間内にまた来てください。,
JWK-Hint-ShopPlayerCantStoreItem,You have no space in your inventory to buy this item.,インベントリにスペースがありません。,
JWK-Hint-ShopStorageNoSpace,Not enough space in storage to perform purchase.,保管場所に空きがないため購入できません。,
JWK-Hint-ShopVehicleNoSpot,No free spot to place the vehicle.,車両を置ける空きスペースがありません。,
JWK-Hint-TownDonateNoSupplies,You do not have any supplies that could be donated.,寄付できる物資がありません。,
JWK-Hint-TownDonateOk,You have donated supplies to the town.,町に物資を寄付しました。,
JWK-HistoryEvent-CivilianDeath,"%1, a civilian, has been killed near %2.",民間人 %1 が %2 付近で殺害されました。,
JWK-HistoryEvent-PlayerDeath,%1 has been killed near %2.,%1 は %2 付近で殺害されました。,
JWK-HistoryEvent-PlayerDeathFriendlyFire,%1 has been killed by friendly fire near %2.,%1 は %2 付近での同士討ちにより死亡しました。,
JWK-HistoryEvent-PlayerDeathSuicide,%1 has died near %2.,%1 は %2 付近で死亡しました。,
JWK-HistoryEvent-ResistanceDeath,"%1, a %3 fighter, has been killed near %2.",%3 の戦闘員である %1 が %2 付近で殺害されました。,
JWK-HistoryEvent-ResistanceDeathFriendlyFire,"%1, a %3 fighter, has been killed near %2 by friendly fire.",%3 の戦闘員である %1 が %2 付近で同士討ちにより死亡しました。,
JWK-InventoryUI-HintBloodied,Your clothes are bloodied.,衣服が血で汚れています。,
JWK-Item-AliceMediumBackpack-Description,Medium size civilian backpack produced on Nogova. Copy of a US design.,ノゴヴァで製造された中型の民間用バックパック。米国製品の模倣品。,
JWK-Item-AliceMediumBackpack-Name,Orlík backpack,オルリク バックパック,
JWK-Item-BriefcaseProp-Desc,"Locked briefcase with unknown, but seemingly very important contents.",中身は不明だが、重要な物が入っているらしい施錠済みのブリーフケース。,
JWK-Item-BriefcaseProp-Name,Important briefcase,重要なブリーフケース,
JWK-Item-CampingKit-Description,"Can be used to establish a camp, creating a jump-off point for the resistance. After placing, the camp can be dismantled and the kit may be reused.",キャンプを設営し、レジスタンスの活動拠点として利用できます。設置後も撤去して再利用できます。,
JWK-Item-CampingKit-Name,Camping kit,キャンプキット,
JWK-Item-IIFSCIV-Description,"Largest backpack from the Batohárna Lipany product line, copy of a US design.",Batohárna Lipany製品群で最大のバックパック。米国製品の模倣品。,
JWK-Item-IIFSCIV-Name,Expedice backpack,エクスペディス バックパック,
JWK-Item-Keys-Description,A set of generic keys.,一般的な鍵の束。,
JWK-Item-Keys-Name,Keys,キー,
JWK-Item-KolobokCIV-Description,"Small tourist backpack, copy of a Soviet design.",ソ連製品を模した小型の観光用バックパック。,
JWK-Item-KolobokCIV-Name,Skautík backpack,スカウティク バックパック,
JWK-Item-PrisonKeys-Description,A set of prison keys.,刑務所の鍵のセット。,
JWK-Item-PrisonKeys-Name,Prison keys,刑務所の鍵,
JWK-Item-R148-FIA,R-148 Radio (FIA),R-148 ラジオ (FIA),
JWK-Item-R148-USSR,R-148 Radio (USSR),R-148 ラジオ (ソ連),
JWK-Item-Tent-Description,"Tents can be deployed at camps to enable respawning. They are single use, but can be picked up and moved.",キャンプに設置するとリスポーンが可能になります。1回使うと消費されますが、未使用なら回収して移動できます。,
JWK-Item-Tent-Name,Tent,テント,
JWK-Item-VeshmeshokCIV-Description,"Small personal backpack, a copy of Soviet military design. Produced by Batohárna Lipany n.p. on Nogova.",ソ連軍の設計を模した小型の個人用バックパック。ノゴヴァのBatohárna Lipany国営企業製。,
JWK-Item-VeshmeshokCIV-Name,Jiskra backpack,ジスクラ バックパック,
JWK-ItemHint-Bloodied,Soaked in blood. Wearing this will make you suspicious.,血まみれ。着用すると怪しまれます。,
JWK-ItemHint-NonCivilianItem,Illegal when used by civilians.,民間人が使用すると違法行為とみなされます。,
JWK-ItemHint-Undercover,Can be used in disguise.,変装にも使えます。,
JWK-Journal-ResistancePassphrases-Intro,"%1 uses passphrases to avoid deconspiration, as listed in the schedule below. Make sure to use the correct one when contacting resistance members to authenticate yourself.",%1では、活動の露見を防ぐため、以下の日程に従って合言葉を使い分けています。レジスタンスへ連絡するときは、身元確認のため正しい合言葉を使用してください。,
JWK-Journal-ResistanceRadioSchedule-Intro,"%1 changes its operating radio frequency according to the listing below. To establish radio communication with HQ, you must use the correct passphrase while within range of a controlled radio tower.",%1では、以下の日程に従って使用周波数を変更します。本部と無線通信するには、レジスタンスが管理する無線塔の通信範囲内で正しい合言葉を使用してください。,
JWK-JournalContent-Objectives,Objectives,目標,
JWK-JournalEntry-ContactPerson,Contact person,連絡担当者,
JWK-JournalEntry-Coordinates,Coordinates,座標,
JWK-JournalEntry-Location,Location,位置,
JWK-JournalEntry-Target,Target,ターゲット,
JWK-JournalText-Job-ClearCamp,"The occupier has deployed a SOF group to hunt one of our leaders down. Luckily enough, we have intel on their camping location. Find the camp and eliminate the group.",占領軍が、こちらの指導者を追跡するため特殊部隊を派遣した。幸い、奴らの野営地は判明している。キャンプを見つけ、部隊を排除せよ。,
JWK-JournalText-Job-DeliverItem,You have to deliver a very important... whatever. It's not your business. The briefcase is locked anyway. Just don't lose it and bring it in one piece to the recipient.,非常に重要な物を届けてもらう……中身を知る必要はない。ブリーフケースには鍵がかかっている。紛失せず、無傷のまま受取人へ届けろ。,
JWK-JournalText-Job-DeliverItem-LocationTown,%1,%1,
JWK-JournalText-Job-HarassMilitaryBase,"We need distraction. Engage with the enemy garrison and stay in contact until they launch an alarm. Do not try to capture it, once the alarm goes off you should back off immediately. This will be enough to keep their QRF busy for a moment.",陽動が必要だ。敵の駐屯部隊と交戦し、警報が発令されるまで戦闘を続けろ。基地の制圧は狙わず、警報が鳴ったらすぐ撤退すること。これで敵のQRFをしばらく足止めできる。,
JWK-JournalText-Job-Jailbreak,Our intelligence has credible information that captives are currently being held at one of the enemy prisons.,信頼できる情報によると、捕虜が敵の刑務所に拘束されている。,
JWK-JournalText-Job-Jailbreak-Deaths,"Ensure that none of the captives are killed during the escape, as this would put us in a very bad light.",脱出中に捕虜を一人も死なせるな。死者を出せば、レジスタンスの評判を大きく損なう。,
JWK-JournalText-Job-Jailbreak-GetAway,"Your task is to liberate them and escort them to a safe location, out of enemy fire and at a reasonable distance from the prison.",捕虜を解放し、敵の攻撃が届かない、刑務所から十分に離れた安全な場所まで護送せよ。,
JWK-JournalText-Job-KillEnemyHvt,"We received information about a high value target being present at one of the enemy locations. Your task is to eliminate the target by any means necessary. Once done, report back to the resistance.",敵拠点の一つに重要標的がいるとの情報を得た。手段は問わない。標的を排除し、完了後にレジスタンスへ報告せよ。,
JWK-JournalText-Location-Geo,near %1,%1付近,
JWK-JournalText-Location-HideoutGeo,resistance hideout near %1,%1近くのレジスタンスの隠れ家,
JWK-JournalText-Location-TownHideout,resistance hideout in %1,%1のレジスタンスの隠れ家,
JWK-JournalText-Person-ResistanceOfficer,resistance officer,レジスタンス将校,
JWK-JournalText-Person-ResistanceOperative,resistance operative,レジスタンス要員,
JWK-JournalText-Q-IntroDogtags-01,Collect %1 enemy dogtags and turn them in to a resistance trader to prove yourself trustworthy.,敵のドッグタグを%1個集め、レジスタンスのトレーダーへ提出して信頼に足ることを証明せよ。,
JWK-JournalText-Q-IntroDogtags-02,Dogtags are worn by all enemy service members and are very valuable as a proof and a trophy.,敵軍人は全員ドッグタグを身につけている。討伐の証拠や戦利品として高い価値がある。,
JWK-JournalText-Q-IntroFob-01,We need to set up an operating base to ramp up the resistance operations. Find a suitable place and establish a FOB. You will need an entrenching tool and some money to do that. Change your map mode to check potential building locations.,レジスタンスの活動を拡大するには作戦基地が必要だ。適切な場所を見つけ、FOBを設置せよ。塹壕構築ツールと資金が必要になる。マップモードを切り替えると、設置可能な場所を確認できる。,
JWK-JournalText-Q-IntroFob-02,Make sure to select a secluded spot away from the main roads. You don't want the enemy to know your camping location.,幹線道路から離れた、人目につかない場所を選べ。キャンプの場所を敵に知られてはならない。,
JWK-JournalText-Q-IntroPlaceholder-01,"For now, the main questline ends here. Capture control over all significant locations on the map in any order you like to win the revolution. Good luck!",現時点のメインクエストはここまでだ。マップ上の主要地点を好きな順番で制圧し、革命を勝利へ導け。健闘を祈る。,
JWK-JournalText-Q-IntroPosters-01,"Buy a propaganda poster from the resistance trader and poster at least %1 locations. Once done, report back for further tasks.",レジスタンスのトレーダーからプロパガンダポスターを購入し、少なくとも%1か所に貼れ。完了後、次の任務を受けるため報告せよ。,
JWK-JournalText-Q-IntroPosters-02,Places that can be postered are marked on your map.,ポスターを貼れる場所は地図上にマークされています。,
JWK-JournalText-Q-IntroResistance-01,Make contact with the resistance movement. Your friend in the organisation has left you a phone number: <b>%1</b> and a list of passphrases to use once you get through.,レジスタンスと接触せよ。組織内の友人が電話番号「<b>%1</b>」と、通話時に使う合言葉の一覧を残している。,
JWK-JournalText-Q-IntroResistance-02,Use a payphone to make the call and arrange a meeting. You wil receive further instructions in person.,公衆電話から連絡し、会合の場所を決めろ。詳しい指示は直接伝えられる。,
JWK-JournalText-Q-IntroResistance-03,"If you need to travel a long distance, use public transport or hijack a car.",長距離を移動する場合は、公共交通機関を利用するか車を奪え。,
JWK-JournalText-Q-IntroResistance-04,"When in doubt, make sure to check out the Field Manual.",疑問がある場合は、必ずフィールドマニュアルを確認してください。,
JWK-JournalText-Target-EnemyOfficer,enemy officer,敵将校,
JWK-JournalTitle-Info-PassSchedule,Passphrase schedule.,合言葉の日程,
JWK-JournalTitle-Info-RadioSchedule,Radio frequency schedule.,無線周波数の日程,
JWK-JournalTitle-Job-ClearCamp,Clear enemy camp.,敵キャンプを掃討,
JWK-JournalTitle-Job-DeliverItem,Special delivery.,特別配達,
JWK-JournalTitle-Job-HarassMilitaryBase,Create distraction.,陽動作戦,
JWK-JournalTitle-Job-Jailbreak,Jailbreak.,捕虜救出,
JWK-JournalTitle-Job-KillEnemyHvt,Eliminate HVT.,HVTを排除,
JWK-JournalTitle-Story-Dogtags,Collect enemy dogtags.,敵のドッグタグを回収,
JWK-JournalTitle-Story-FOB,Establish a FOB.,FOBを設置,
JWK-JournalTitle-Story-FindResistance,Find resistance.,レジスタンスと接触,
JWK-JournalTitle-Story-Placeholder,Defeat the enemy.,敵を打倒,
JWK-JournalTitle-Story-PosterUp,Poster up.,プロパガンダポスターを掲示,
JWK-JournalUI-CurrentDayNo,Day %1,%1日目,
JWK-JournalUI-Next,Next,次,
JWK-JournalUI-Prev,Previous,前へ,
JWK-JournalUI-Title,Journal,ジャーナル,
JWK-Keybind-Category-General,General,一般,
JWK-Keybind-RadialMenu,Radial menu,ラジアルメニュー,
JWK-Kolguyev-HamertinSawmill,Hamertin Sawmill,ハメルティン製材所,
JWK-Kolguyev-SoumontSawmill,Soumont Sawmill,スーモン製材所,
JWK-LocationName-CampFormat,Camp %1,キャンプ %1,
JWK-LocationName-FobFormat,FOB %1,FOB %1,
JWK-LockpickItem-Desc,Simple tool that can be used to open locks.,鍵を開けるための簡易工具。,
JWK-LockpickItem-Name,Lockpick,ロックピック,
JWK-MapLegend-Airport,Airport,空港,
JWK-MapLegend-Armory,Armory,武器庫,
JWK-MapLegend-BusStop,Bus stop,バス停,
JWK-MapLegend-Camp,Camp,キャンプ,
JWK-MapLegend-ClothingStore,Clothing store,衣料品店,
JWK-MapLegend-FOB,FOB,FOB,
JWK-MapLegend-Factory,Factory,工場,
JWK-MapLegend-FerryStop,Ferry stop,フェリー乗り場,
JWK-MapLegend-FuelStation,Fuel station,ガソリンスタンド,
JWK-MapLegend-Garage,Garage,ガレージ,
JWK-MapLegend-GeneralStore,General store,雑貨店,
JWK-MapLegend-Helipad,Helipad,ヘリパッド,
JWK-MapLegend-Jail,Jail,刑務所,
JWK-MapLegend-MOB,Military base,軍事基地,
JWK-MapLegend-Mail,Post office,郵便局,
JWK-MapLegend-MedicalStore,Medical store,薬局,
JWK-MapLegend-Phone,Phone booth,公衆電話,
JWK-MapLegend-PlayerCamp,Player camp,プレイヤーキャンプ,
JWK-MapLegend-Port,Port,港,
JWK-MapLegend-Poster,Poster location,ポスター掲示場所,
JWK-MapLegend-RadarSite,Radar site,レーダーサイト,
JWK-MapLegend-RadioTower,Radio tower,無線塔,
JWK-MapLegend-RepairStation,Repair station,整備施設,
JWK-MapLegend-Resistance,Resistance,レジスタンス,
JWK-MapLegend-ResourceStorage,Resource storage,物資貯蔵庫,
JWK-MapLegend-Town,Town,町,
JWK-MapLegend-Village,Village,村,
JWK-MapUI-Airport,Airport,空港,
JWK-MapUI-Camp,Camp,キャンプ,
JWK-MapUI-CivilianSupply,Civilian Supply,民間物資,
JWK-MapUI-ControllingFaction,Controlling Faction,支配勢力,
JWK-MapUI-DisplaySettings,Map display settings,マップ表示設定,
JWK-MapUI-FactionNone,none,なし,
JWK-MapUI-Factory,Factory,工場,
JWK-MapUI-FactoryProductionRate,Produces %1 supplies per hour between 8:00 and 16:00 when under control of the resistance.,レジスタンス支配下では、8:00から16:00まで毎時%1の物資を生産します。,
JWK-MapUI-ImportLocationTip,Control this location to import supporting faction vehicles.,友軍勢力の車両を輸入するには、この地点を制圧してください。,
JWK-MapUI-KeepTownControlTip,Keep control by maintaining at least %1% population support.,住民の支持を%1%以上に保つと支配を維持できます。,
JWK-MapUI-MilitaryBase,Military Base,軍事基地,
JWK-MapUI-PopulationSupport,Population Support,住民の支持,
JWK-MapUI-Port,Port,港,
JWK-MapUI-RadarSite,Radar Site,レーダーサイト,
JWK-MapUI-RadarSiteTip,Destroy all radars to neutralize the site.,すべてのレーダーを破壊して施設を無力化してください。,
JWK-MapUI-RadioTower,Radio Tower,無線塔,
JWK-MapUI-ResistanceHIdeout,Hideout,隠れ家,
JWK-MapUI-ResistanceHqHideout,HQ hideout,本部の隠れ家,
JWK-MapUI-Resources,Resources,物資,
JWK-MapUI-Settings-CampPlacement,Camp placement,キャンプの配置,
JWK-MapUI-Settings-FobPlacement,FOB placement,FOBの配置,
JWK-MapUI-Settings-IllegalZones,Illegal zones,禁止区域,
JWK-MapUI-Settings-RadioSignal,Radio signal,無線信号,
JWK-MapUI-Settings-TerritoryControl,Territory control,領土支配,
JWK-MapUI-SignalRange,Signal Range,通信範囲,
JWK-MapUI-Stability,Stability,安定度,
JWK-MapUI-TakeTownControlTip,Take control by raising population support to %1% and keeping the threat level below %2%.,住民の支持を%1%以上、脅威度を%2%未満にすると町を支配できます。,
JWK-MapUI-TakeTownControlTipBattle,Start the battle by increasing the threat level to %2% and ensuring at least %1% population support.,住民の支持を%1%以上確保し、脅威度を%2%以上にすると戦闘が始まります。,
JWK-MapUI-Tents,Tents,テント,
JWK-MapUI-ThreatLevel,Threat Level,脅威度,
JWK-MapUI-TownHideout-CreateTip,Establish a hideout by raising population support to %1%.,住民の支持を%1%以上にすると隠れ家が設置されます。,
JWK-MapUI-TownHideout-LoseTip,Keep population support above %1% to maintain the hideout.,隠れ家を維持するには住民の支持を%1%以上に保ってください。,
JWK-MapUI-Travel-BusStop,Bus stop,バス停,
JWK-MapUI-Travel-Cost,Travel will cost %1.,交通費は %1 かかります。,
JWK-MapUI-Travel-FerryStop,Ferry stop,フェリー乗り場,
JWK-NewGameUI-AmbientFaction,Civilian faction,民間勢力,
JWK-NewGameUI-EnemyFaction,Enemy faction,敵勢力,
JWK-NewGameUI-MoneyFormat,Money format,通貨形式,
JWK-NewGameUI-MoneyFormatWarning,Must contain {value} placeholder.,{value} プレースホルダーを含める必要があります。,
JWK-NewGameUI-PlayerFaction,Player faction,プレイヤーの勢力,
JWK-NewGameUI-StartGame,Start Game,ゲーム開始,
JWK-NewGameUI-SupportingFaction,Allied faction,友軍勢力,
JWK-NewGameUI-TabDifficulty,Difficulty,難易度,
JWK-NewGameUI-TabSetup,Setup,設定,
JWK-NewGameUI-Title,New game,New Game,
JWK-Notification-BankPlayerMoneyReceived,%1 has sent you %2.,%1から%2を受け取りました。,
JWK-Notification-BattleStartingFactory,Battle for %1 will begin soon.,%1 を巡る戦いが間もなく始まります。,
JWK-Notification-BattleStartingMilitaryBase,Battle for %1 will begin soon.,%1 を巡る戦いが間もなく始まります。,
JWK-Notification-BattleStartingTown,Battle for %1 will begin soon.,%1 を巡る戦いが間もなく始まります。,
JWK-Notification-ControlFactoryGained,The resistance took control over %1.,レジスタンスが%1を制圧しました。,
JWK-Notification-ControlFactoryNotGained,The resistance failed to take control over %1.,レジスタンスは%1の制圧に失敗しました。,
JWK-Notification-ControlMilitaryBaseGained,The resistance took control over %1.,レジスタンスが%1を制圧しました。,
JWK-Notification-ControlMilitaryBaseNotGained,The resistance failed to take control over %1.,レジスタンスは%1の制圧に失敗しました。,
JWK-Notification-ControlRadarSiteGained,Military radar site near %1 has been destroyed by the resistance.,%1付近の軍事レーダーサイトをレジスタンスが破壊しました。,
JWK-Notification-ControlRadioTowerGained,The resistance has captured a radio tower near %1.,%1付近の無線塔をレジスタンスが制圧しました。,
JWK-Notification-ControlTownDefended,The resistance defended their control over %1.,レジスタンスは %1 の支配を守りました。,
JWK-Notification-ControlTownGained,%2 took control over %1.,%2が%1を支配しました。,
JWK-Notification-ControlTownLost,%2 lost control over %1.,%2が%1の支配を失いました。,
JWK-Notification-ControlTownNotGained,The resistance failed to take control over %1.,レジスタンスは%1の制圧に失敗しました。,
JWK-Notification-DeliverItem-ContactDead,"Delivery job failed, the contact person is dead.",連絡相手が死亡したため、配達任務に失敗しました。,
JWK-Notification-DeliverItem-Delivered,Special delivery has been completed.,特別配達を完了しました。,
JWK-Notification-DeliverItem-HideoutFail,"Delivery job failed, destination hideout disbanded.",目的地の隠れ家が解散したため、配達任務に失敗しました。,
JWK-Notification-EnemyCampCleared,The resistance cleared an enemy camp near %1.,レジスタンスが%1付近の敵キャンプを掃討しました。,
JWK-Notification-GameFinishedDefeat,The uprising started by %1 has been crushed. %2 remains under %3 control.,%1が起こした蜂起は鎮圧されました。%2は引き続き%3の支配下にあります。,
JWK-Notification-GameFinishedVictory,%1 has won the uprising and took control over %2. Good job!,%1 は反乱に勝利し、%2 を支配しました。よくやった！,
JWK-Notification-GameStarted,"A new revolution has started. Rise up, people of %1!",新たな革命が始まりました。立ち上がれ、%1の人々!,
JWK-Notification-GrieferPunished,%1 has been punished for griefing by a higher power.,%1は迷惑行為により処罰されました。,
JWK-Notification-HideoutBackInOperation,The resistance hideout in %1 is back in operation.,%1 のレジスタンスの隠れ家が活動を再開しました。,
JWK-Notification-HideoutDisbanded,The resistance hideout in %1 has been shut down.,%1 のレジスタンスの隠れ家は閉鎖されました。,
JWK-Notification-HideoutEstablished,The resistance has established a new hideout in %1.,レジスタンスは %1 に新しい隠れ家を設立しました。,
JWK-Notification-HideoutHqDanger,The resistance HQ near %1 has been shut down due to imminent danger.,%1近くのレジスタンス本部は差し迫った危険のため閉鎖されました。,
JWK-Notification-HideoutHqEstablished,The resistance has established a new HQ hideout.,レジスタンスは新しい本部の隠れ家を設立しました。,
JWK-Notification-HideoutHqVipKilled,The %1 HQ near %2 is shut down due to operator death.,要員が死亡したため、%2付近の%1本部は閉鎖されました。,
JWK-Notification-HideoutTooHot,The resistance hideout in %1 is inoperable due to imminent danger.,差し迫った危険により、%1のレジスタンスの隠れ家は活動できません。,
JWK-Notification-HideoutVipKilled,The %1 hideout in %2 is shut down due to operator death.,要員が死亡したため、%2の%1隠れ家は閉鎖されました。,
JWK-Notification-JobJailbreakFailed,The resistance failed to free any prisoners in a jailbreak attempt.,レジスタンスは脱獄を試みたが、囚人を一人も解放できなかった。,
JWK-Notification-JobResigned,Job has been cancelled: %1,任務を中止しました：%1,
JWK-Notification-JournalUpdated,Journal has been updated.,ジャーナルが更新されました。,
JWK-Notification-PlayerCampDestroyed,%1 has been destroyed by enemy forces.,%1 は敵軍によって破壊されました。,
JWK-Notification-PlayerCampDismantled,%2 has been dismantled by %1.,%2 は %1 によって解体されました。,
JWK-Notification-PlayerCampEstablished,%2 has been established by %1 near %3.,%1が%3付近に%2を設営しました。,
JWK-Notification-PlayerCampRenamed,%2 has been renamed to %3 by %1.,%1が%2の名前を%3に変更しました。,
JWK-Notification-PlayerFobDismantled,%2 has been dismantled by %1.,%2 は %1 によって解体されました。,
JWK-Notification-PlayerFobEstablished,%2 has been established by %1 near %3.,%1が%3付近に%2を設置しました。,
JWK-Notification-PlayerFobRenamed,%2 has been renamed to %3 by %1.,%1が%2の名前を%3に変更しました。,
JWK-Notification-PrisonBreakStarted,Prison break started near %1!,%1付近で脱獄が始まりました！,
JWK-Notification-PrisonerEscaped,%1 escaped from prison near %2.,%1 は %2 近くの刑務所から脱獄しました。,
JWK-Notification-QuestReceivedMoney,You receive %1 for completing the job.,任務完了の報酬として%1を受け取りました。,
JWK-Notification-RadioTowerDestroyed,Radio tower near %1 has been destroyed.,%1近くの無線塔が破壊されました。,
JWK-Notification-SupporterDonationsIncome,You received %1 from your supporters.,支持者から %1 を受け取りました。,
JWK-PauseUI-Admin,Admin menu,管理者メニュー,
JWK-PauseUI-Settings,Settings,設定,
JWK-PhoneContact-MilitaryPolice,Military Police,憲兵隊,
